,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2022-07-16 21:05:59.999,1657998180000,1338.25,1339.24,1337.23,1337.84,1610.8109,1657998359999,2155605.066432,2432,794.6567,1063340.642388,
2022-07-16 21:08:59.999,1657998360000,1337.85,1339.95,1336.75,1339.94,2833.807,1657998539999,3791241.519365,3821,1652.8596,2211182.086049,
2022-07-16 21:11:59.999,1657998540000,1339.95,1347.56,1339.48,1345.45,3694.5405,1657998719999,4964943.045462,5059,2131.4936,2864146.823906,
2022-07-16 21:14:59.999,1657998720000,1345.46,1353.04,1345.45,1351.3,10182.2232,1657998899999,13746146.940485,8178,6516.9646,8797487.516125,
2022-07-16 21:17:59.999,1657998900000,1351.3,1357.74,1349.19,1351.5,5818.3217,1657999079999,7879855.688622,7517,3554.3545,4814043.578213,
2022-07-16 21:20:59.999,1657999080000,1351.49,1352.05,1348.5,1350.94,1487.0553,1657999259999,2007492.655576,2650,753.4293,1017217.627148,
2022-07-16 21:23:59.999,1657999260000,1350.95,1351.1,1343.92,1347.44,3253.4134,1657999439999,4379838.792088,4403,981.1317,1321480.30691,
2022-07-16 21:26:59.999,1657999440000,1347.44,1348.99,1346.49,1348.4,1023.3108,1657999619999,1378808.850448,1932,580.9608,782620.432706,
2022-07-16 21:29:59.999,1657999620000,1348.39,1351.2,1348.22,1348.71,1806.0956,1657999799999,2437537.13138,3270,851.6641,1149399.521845,
2022-07-16 21:32:59.999,1657999800000,1348.71,1350.94,1345.56,1350.87,1949.642,1657999979999,2629423.089887,2714,995.5475,1342779.346586,
2022-07-16 21:35:59.999,1657999980000,1350.88,1350.88,1345.89,1345.94,1017.8738,1658000159999,1371970.824967,2079,422.5728,569578.980605,
2022-07-16 21:38:59.999,1658000160000,1345.95,1346.66,1341.84,1344.42,2615.6469,1658000339999,3514357.007989,4045,1273.9265,1711580.926312,
2022-07-16 21:41:59.999,1658000340000,1344.43,1344.6,1339.96,1341.83,2622.4141,1658000519999,3521136.423406,3827,1113.0443,1494710.9386,
2022-07-16 21:44:59.999,1658000520000,1341.84,1344.0,1341.33,1341.33,1377.1318,1658000699999,1849516.797522,3064,636.7777,855208.113487,
2022-07-16 21:47:59.999,1658000700000,1341.33,1342.96,1337.53,1338.06,3652.7994,1658000879999,4894091.039114,4694,1714.6496,2296946.85343,
2022-07-16 21:50:59.999,1658000880000,1338.07,1338.18,1334.0,1334.01,3834.702,1658001059999,5123909.194617,4105,1835.7447,2452898.895544,
2022-07-16 21:53:59.999,1658001060000,1334.01,1336.04,1331.55,1333.57,3193.237,1658001239999,4259176.166327,3437,1488.6082,1985455.77429,
2022-07-16 21:56:59.999,1658001240000,1333.56,1337.02,1333.56,1334.84,1176.4949,1658001419999,1571185.668086,2978,717.2126,957845.320975,
2022-07-16 21:59:59.999,1658001420000,1334.85,1336.79,1334.18,1336.23,952.8543,1658001599999,1272471.06653,1605,357.0544,476793.557742,
2022-07-16 22:02:59.999,1658001600000,1336.23,1342.2,1335.02,1340.0,3690.8605,1658001779999,4939576.109048,4150,2141.9901,2865952.516388,
2022-07-16 22:05:59.999,1658001780000,1340.01,1341.59,1335.92,1336.16,1692.5872,1658001959999,2267098.139116,1789,764.9457,1024637.063409,
2022-07-16 22:08:59.999,1658001960000,1336.15,1337.86,1335.98,1336.75,841.1363,1658002139999,1124672.569452,1205,445.3175,595398.16422,
2022-07-16 22:11:59.999,1658002140000,1336.75,1337.61,1331.57,1332.64,2759.357,1658002319999,3681187.343153,2695,1057.25,1409868.893272,
2022-07-16 22:14:59.999,1658002320000,1332.63,1332.64,1324.54,1329.41,6880.8001,1658002499999,9145136.221723,5311,3224.5622,4285223.218553,
2022-07-16 22:17:59.999,1658002500000,1329.41,1329.42,1325.9,1325.91,2176.2613,1658002679999,2889400.753961,2564,857.4075,1138331.462316,
2022-07-16 22:20:59.999,1658002680000,1325.91,1326.66,1320.7,1321.4,6600.0782,1658002859999,8732854.979401,6085,2646.8891,3502423.427819,
2022-07-16 22:23:59.999,1658002860000,1321.4,1321.9,1314.6,1318.1,8664.8755,1658003039999,11424724.140735,6847,3731.9675,4918611.129935,
2022-07-16 22:26:59.999,1658003040000,1318.09,1319.65,1315.25,1315.54,2390.2149,1658003219999,3150474.263555,2567,1011.9583,1333917.363586,
2022-07-16 22:29:59.999,1658003220000,1315.54,1321.0,1315.53,1320.99,2566.8606,1658003399999,3388490.963887,1969,1871.1215,2470221.098658,
2022-07-16 22:32:59.999,1658003400000,1320.99,1328.3,1320.99,1327.27,3382.1189,1658003579999,4480166.981319,3360,1975.1662,2616681.882839,
2022-07-16 22:35:59.999,1658003580000,1327.26,1333.28,1325.32,1331.75,3659.9227,1658003759999,4863477.647694,3534,2037.4488,2707314.62427,
2022-07-16 22:38:59.999,1658003760000,1331.75,1334.01,1329.24,1329.41,2565.4438,1658003939999,3417187.842289,2832,1359.9677,1811553.819505,
2022-07-16 22:41:59.999,1658003940000,1329.41,1333.02,1329.34,1331.65,1696.1083,1658004119999,2257960.64278,1965,1025.3758,1364917.684138,
2022-07-16 22:44:59.999,1658004120000,1331.64,1337.39,1331.36,1334.22,3701.1439,1658004299999,4940598.400819,2891,2261.5311,3018120.039809,
2022-07-16 22:47:59.999,1658004300000,1334.23,1335.63,1333.48,1335.54,1130.3673,1658004479999,1508764.667488,1522,653.9924,872932.527686,
2022-07-16 22:50:59.999,1658004480000,1335.55,1335.55,1332.12,1334.99,1174.7313,1658004659999,1566945.320181,1378,661.3932,882344.271739,
2022-07-16 22:53:59.999,1658004660000,1334.99,1337.56,1333.81,1336.58,1232.9783,1658004839999,1647840.82725,1249,489.0145,653444.544035,
2022-07-16 22:56:59.999,1658004840000,1336.59,1347.65,1335.28,1342.05,9628.8365,1658005019999,12926346.698217,7370,5552.9945,7452719.846215,
2022-07-16 22:59:59.999,1658005020000,1342.05,1347.99,1341.45,1347.63,2735.2771,1658005199999,3677564.027498,2599,1535.2787,2064013.66773,
2022-07-16 23:02:59.999,1658005200000,1347.62,1348.54,1343.06,1343.59,3078.8568,1658005379999,4141585.795557,2902,1488.0624,2001251.256585,
2022-07-16 23:05:59.999,1658005380000,1343.59,1343.72,1341.19,1341.69,1122.9852,1658005559999,1507424.99786,1487,551.7602,740571.262583,
2022-07-16 23:08:59.999,1658005560000,1341.68,1344.87,1341.02,1343.38,1036.794,1658005739999,1392267.205911,1398,516.7651,694105.52143,
2022-07-16 23:11:59.999,1658005740000,1343.39,1343.82,1337.98,1339.27,2541.3596,1658005919999,3404980.869238,2559,1076.3764,1442003.674754,
2022-07-16 23:14:59.999,1658005920000,1339.15,1343.61,1338.56,1341.78,1452.3571,1658006099999,1947918.331886,1570,1114.8925,1495156.282394,
2022-07-16 23:17:59.999,1658006100000,1341.78,1343.84,1340.21,1341.51,830.2414,1658006279999,1114093.598793,1443,398.0672,534147.65394,
2022-07-16 23:20:59.999,1658006280000,1341.51,1341.88,1337.37,1338.13,2364.3071,1658006459999,3167297.383638,2101,817.512,1094818.578101,
2022-07-16 23:23:59.999,1658006460000,1338.13,1339.81,1337.75,1339.75,575.4705,1658006639999,770367.771841,1318,357.7924,478966.6223,
2022-07-16 23:26:59.999,1658006640000,1339.75,1353.18,1339.6,1350.74,6450.5575,1658006819999,8686480.221075,7634,4084.1762,5497303.882022,
2022-07-16 23:29:59.999,1658006820000,1350.74,1363.1,1350.0,1360.96,5168.6129,1658006999999,7009177.682533,6587,3391.6568,4602916.307316,
2022-07-16 23:32:59.999,1658007000000,1360.96,1361.78,1348.12,1348.13,2291.0567,1658007179999,3103408.698898,3458,1086.9709,1471975.338057,
2022-07-16 23:35:59.999,1658007180000,1348.12,1348.17,1346.91,1347.71,1730.2756,1658007359999,2331934.203199,2597,511.2162,688899.535685,
2022-07-16 23:38:59.999,1658007360000,1347.7,1347.71,1344.69,1344.7,1502.4983,1658007539999,2021276.501187,2446,356.4768,479575.111815,
2022-07-16 23:41:59.999,1658007540000,1344.69,1348.43,1344.62,1345.32,1753.2822,1658007719999,2359408.036516,3502,675.7226,909534.590805,
2022-07-16 23:44:59.999,1658007720000,1345.31,1352.39,1345.31,1352.19,1473.7195,1658007899999,1988328.390107,1858,1141.8459,1540928.075054,
2022-07-16 23:47:59.999,1658007900000,1352.19,1356.29,1349.79,1349.79,1882.2565,1658008079999,2547496.743819,2513,966.6667,1308724.77001,
2022-07-16 23:50:59.999,1658008080000,1349.79,1351.32,1347.19,1348.3,1066.166,1658008259999,1438263.272693,1983,542.9955,732552.284246,
2022-07-16 23:53:59.999,1658008260000,1348.3,1350.67,1348.3,1349.04,1277.3953,1658008439999,1723373.019101,1616,548.9189,740475.363777,
2022-07-16 23:56:59.999,1658008440000,1349.05,1349.59,1341.35,1344.63,2694.7865,1658008619999,3623941.676502,3490,931.9379,1252310.211424,
2022-07-16 23:59:59.999,1658008620000,1344.79,1346.56,1344.36,1345.29,663.5083,1658008799999,892696.837118,1168,363.8576,489544.216272,
2022-07-17 00:02:59.999,1658008800000,1345.29,1348.21,1338.29,1343.26,1941.1512,1658008979999,2607005.329216,2754,975.2227,1309939.193556,
2022-07-17 00:05:59.999,1658008980000,1343.27,1344.81,1341.95,1342.96,841.6067,1658009159999,1130414.427181,1395,449.9646,604323.301087,
2022-07-17 00:08:59.999,1658009160000,1342.96,1343.63,1340.5,1341.64,850.6186,1658009339999,1141207.636865,1265,444.6437,596487.400508,
2022-07-17 00:11:59.999,1658009340000,1341.64,1347.96,1341.63,1347.22,1238.387,1658009519999,1665308.008029,1575,713.5568,959398.677344,
2022-07-17 00:14:59.999,1658009520000,1347.21,1347.33,1345.27,1346.62,698.9849,1658009699999,941034.145941,1282,411.9475,554591.618024,
2022-07-17 00:17:59.999,1658009700000,1346.61,1349.87,1345.27,1345.68,1111.1265,1658009879999,1497396.776157,1831,415.4116,559821.379249,
2022-07-17 00:20:59.999,1658009880000,1345.68,1347.72,1345.27,1346.56,1219.9859,1658010059999,1642946.739552,1384,613.6076,826321.860206,
2022-07-17 00:23:59.999,1658010060000,1346.56,1349.81,1346.18,1347.73,1113.0201,1658010239999,1500253.814518,1391,648.5441,874084.076523,
2022-07-17 00:26:59.999,1658010240000,1347.73,1348.1,1344.58,1345.65,1628.8094,1658010419999,2193873.320555,1387,632.499,851928.7768,
2022-07-17 00:29:59.999,1658010420000,1345.65,1352.82,1345.41,1350.9,2516.3453,1658010599999,3396914.534668,2265,1283.4126,1732071.147537,
2022-07-17 00:32:59.999,1658010600000,1350.91,1351.13,1347.73,1348.63,1217.7094,1658010779999,1643370.057429,1344,597.6364,806456.036269,
2022-07-17 00:35:59.999,1658010780000,1348.62,1350.28,1346.86,1348.34,826.7589,1658010959999,1115091.369432,1112,478.3695,645339.400424,
2022-07-17 00:38:59.999,1658010960000,1348.34,1350.0,1342.29,1342.38,2385.9852,1658011139999,3213508.144914,1927,1080.9681,1456165.846162,
2022-07-17 00:41:59.999,1658011140000,1342.37,1346.36,1341.93,1345.08,1296.9222,1658011319999,1743069.927291,1369,802.6196,1078533.451779,
2022-07-17 00:44:59.999,1658011320000,1345.07,1346.0,1344.41,1344.48,511.7922,1658011499999,688456.839884,893,277.1103,372729.349138,
2022-07-17 00:47:59.999,1658011500000,1344.47,1345.36,1341.98,1342.3,1272.1782,1658011679999,1708938.125789,1171,634.0898,851964.450925,
2022-07-17 00:50:59.999,1658011680000,1342.3,1350.89,1341.63,1350.73,8269.3332,1658011859999,11135713.08364,3222,3053.0983,4111765.878491,
2022-07-17 00:53:59.999,1658011860000,1350.74,1352.24,1349.65,1350.66,1434.6543,1658012039999,1937919.201767,1559,744.0197,1004975.059309,
2022-07-17 00:56:59.999,1658012040000,1350.65,1353.47,1349.6,1353.41,3151.3502,1658012219999,4260957.916637,1889,1628.2777,2201217.529756,
2022-07-17 00:59:59.999,1658012220000,1353.42,1361.21,1353.0,1358.08,11753.4361,1658012399999,15952533.837876,6300,5118.9537,6944939.599441,
2022-07-17 01:02:59.999,1658012400000,1358.09,1360.01,1354.24,1355.5,3475.9187,1658012579999,4719830.442072,3049,1142.628,1550564.546991,
2022-07-17 01:05:59.999,1658012580000,1355.49,1356.27,1354.14,1354.16,738.6197,1658012759999,1000799.5355,1239,381.5955,517075.319416,
2022-07-17 01:08:59.999,1658012760000,1354.17,1354.17,1348.41,1349.09,2897.9421,1658012939999,3913785.348297,2525,1166.2713,1574665.852658,
2022-07-17 01:11:59.999,1658012940000,1349.08,1352.42,1349.08,1351.01,1580.3722,1658013119999,2134180.303662,1351,947.6586,1279777.032595,
2022-07-17 01:14:59.999,1658013120000,1351.01,1351.96,1347.0,1347.64,1661.589,1658013299999,2241576.469304,1667,696.3166,939287.34096,
2022-07-17 01:17:59.999,1658013300000,1347.63,1349.22,1345.71,1346.02,1173.1866,1658013479999,1580257.427272,1663,459.3679,618812.932012,
2022-07-17 01:20:59.999,1658013480000,1346.02,1347.11,1344.85,1346.44,920.5878,1658013659999,1239110.199031,1196,575.8294,775059.642835,
2022-07-17 01:23:59.999,1658013660000,1346.45,1349.88,1345.72,1349.62,1353.3212,1658013839999,1823723.793451,1255,871.3754,1174301.372715,
2022-07-17 01:26:59.999,1658013840000,1349.61,1353.93,1349.43,1352.28,1679.4551,1658014019999,2271038.128671,1628,917.5676,1240849.458785,
2022-07-17 01:29:59.999,1658014020000,1352.28,1352.31,1347.85,1348.21,1043.2764,1658014199999,1408375.819779,1284,451.1635,609161.300202,
2022-07-17 01:32:59.999,1658014200000,1348.2,1352.31,1347.36,1351.92,3796.8992,1658014379999,5126636.675615,1957,1562.6513,2109397.919873,
2022-07-17 01:35:59.999,1658014380000,1351.92,1355.9,1351.44,1354.99,1700.58,1658014559999,2302256.997703,1619,886.9265,1200666.574204,
2022-07-17 01:38:59.999,1658014560000,1354.99,1355.87,1353.62,1353.71,1777.3916,1658014739999,2407660.908303,1545,741.8675,1004895.051113,
2022-07-17 01:41:59.999,1658014740000,1353.7,1354.25,1350.18,1351.9,2425.5536,1658014919999,3280293.11597,1674,791.505,1069776.330291,
2022-07-17 01:44:59.999,1658014920000,1351.91,1352.26,1348.38,1350.49,1334.8856,1658015099999,1802506.942731,1427,589.3082,795718.147448,
2022-07-17 01:47:59.999,1658015100000,1350.48,1355.29,1350.48,1354.25,1745.3937,1658015279999,2362166.854766,1590,1062.6273,1437876.797737,
2022-07-17 01:50:59.999,1658015280000,1354.25,1359.07,1354.23,1357.97,2286.7156,1658015459999,3102834.287658,2393,1259.4927,1708855.005172,
2022-07-17 01:53:59.999,1658015460000,1357.96,1357.97,1354.0,1354.56,1544.969,1658015639999,2094802.393124,1480,341.5206,462886.954821,
2022-07-17 01:56:59.999,1658015640000,1354.57,1356.42,1353.01,1353.02,805.7363,1658015819999,1091411.518579,1038,255.4657,346125.598955,
2022-07-17 01:59:59.999,1658015820000,1353.01,1358.25,1351.78,1355.85,2404.1125,1658015999999,3258127.661793,1794,1343.2397,1820347.840618,
2022-07-17 02:02:59.999,1658016000000,1355.84,1358.7,1355.75,1358.62,1824.7885,1658016179999,2476528.762824,1755,1029.9663,1397735.454053,
2022-07-17 02:05:59.999,1658016180000,1358.61,1372.33,1357.84,1366.54,13613.5979,1658016359999,18604469.513941,10332,7844.3925,10722589.67795,
2022-07-17 02:08:59.999,1658016360000,1366.53,1387.0,1366.52,1379.16,14303.5852,1658016539999,19722173.943662,12601,8330.8352,11488262.953558,
2022-07-17 02:11:59.999,1658016540000,1379.16,1385.32,1375.87,1380.96,6460.4346,1658016719999,8916485.489611,4701,2337.2224,3226116.893369,
2022-07-17 02:14:59.999,1658016720000,1380.97,1384.25,1378.41,1381.56,2439.6609,1658016899999,3368335.093868,2789,1078.6729,1489496.373662,
2022-07-17 02:17:59.999,1658016900000,1381.56,1383.16,1372.3,1374.62,4224.6227,1658017079999,5812802.704017,3931,2111.9068,2905867.398436,
2022-07-17 02:20:59.999,1658017080000,1374.62,1374.63,1365.96,1366.47,3025.0085,1658017259999,4143802.30697,3315,1134.5915,1554384.415748,
2022-07-17 02:23:59.999,1658017260000,1366.47,1367.19,1358.65,1363.79,7483.3468,1658017439999,10192456.756524,5634,3981.3391,5421411.236108,
2022-07-17 02:26:59.999,1658017440000,1363.8,1366.61,1360.12,1364.93,2860.0513,1658017619999,3899338.60917,2754,1530.9566,2087124.14241,
2022-07-17 02:29:59.999,1658017620000,1364.93,1365.75,1362.15,1363.45,1382.5745,1658017799999,1885294.346731,1595,693.9761,946243.731017,
2022-07-17 02:32:59.999,1658017800000,1363.44,1364.04,1356.35,1360.09,3832.0834,1658017979999,5212282.687049,3336,1575.8761,2142929.860107,
2022-07-17 02:35:59.999,1658017980000,1360.09,1366.23,1358.28,1365.15,1874.3036,1658018159999,2554334.444634,2235,1071.3214,1459898.671892,
2022-07-17 02:38:59.999,1658018160000,1365.16,1368.99,1364.23,1366.83,2450.7152,1658018339999,3348507.972404,2514,1418.4043,1937743.802823,
2022-07-17 02:41:59.999,1658018340000,1366.83,1366.83,1363.81,1364.13,1269.1568,1658018519999,1732267.720514,1294,342.9134,467969.01965,
2022-07-17 02:44:59.999,1658018520000,1364.13,1367.21,1364.06,1366.51,751.613,1658018699999,1026405.025028,1015,366.0098,499751.526427,
2022-07-17 02:47:59.999,1658018700000,1366.51,1366.62,1363.25,1364.84,920.3284,1658018879999,1256258.190885,1269,282.9663,386156.819046,
2022-07-17 02:50:59.999,1658018880000,1364.84,1367.12,1363.24,1367.12,1121.3923,1658019059999,1530183.132493,1229,645.8533,881286.275437,
2022-07-17 02:53:59.999,1658019060000,1367.11,1369.44,1363.61,1363.84,1261.786,1658019239999,1724824.586568,1574,633.1592,865674.379591,
2022-07-17 02:56:59.999,1658019240000,1363.83,1365.63,1360.09,1362.21,1662.2048,1658019419999,2266103.441689,1519,667.5325,910057.281096,
2022-07-17 02:59:59.999,1658019420000,1362.21,1363.94,1360.69,1363.5,913.3377,1658019599999,1244089.859671,1062,423.018,576248.630457,
2022-07-17 03:02:59.999,1658019600000,1363.49,1367.0,1363.35,1365.64,1889.7921,1658019779999,2580921.509732,1476,796.8035,1087965.724698,
2022-07-17 03:05:59.999,1658019780000,1365.64,1368.66,1364.5,1364.5,817.2463,1658019959999,1116969.322306,1251,583.2189,797160.907471,
2022-07-17 03:08:59.999,1658019960000,1364.5,1365.61,1360.61,1360.61,1190.6029,1658020139999,1623754.389695,1512,451.1021,615307.032622,
2022-07-17 03:11:59.999,1658020140000,1360.61,1360.94,1353.44,1354.67,4173.7522,1658020319999,5662853.712737,4512,1966.0943,2666784.353093,
2022-07-17 03:14:59.999,1658020320000,1354.66,1357.35,1354.33,1354.44,1387.9416,1658020499999,1881942.978131,1471,559.8201,759212.63001,
2022-07-17 03:17:59.999,1658020500000,1354.45,1355.8,1343.36,1344.1,6424.0804,1658020679999,8666733.701359,5222,2342.9835,3161953.986606,
2022-07-17 03:20:59.999,1658020680000,1344.1,1346.05,1333.42,1339.6,10329.093,1658020859999,13834244.171332,8386,3853.02,5159839.693969,
2022-07-17 03:23:59.999,1658020860000,1339.6,1341.68,1337.23,1340.03,2528.0,1658021039999,3386236.698189,2664,1061.1324,1421446.93441,
2022-07-17 03:26:59.999,1658021040000,1340.02,1344.17,1337.69,1339.01,3517.5059,1658021219999,4719329.595393,3419,1522.233,2042196.79526,
2022-07-17 03:29:59.999,1658021220000,1339.01,1340.46,1338.08,1338.87,1246.8256,1658021399999,1669812.179684,1387,498.8681,668092.23712,
2022-07-17 03:32:59.999,1658021400000,1338.86,1340.04,1335.57,1337.96,2102.6498,1658021579999,2812266.624192,2441,1060.5998,1418287.575273,
2022-07-17 03:35:59.999,1658021580000,1337.96,1337.96,1331.04,1334.48,3214.0636,1658021759999,4286370.647676,3283,1442.3208,1923874.803709,
2022-07-17 03:38:59.999,1658021760000,1334.47,1335.0,1328.17,1332.92,4593.5541,1658021939999,6113552.055591,3642,1726.6862,2298175.417065,
2022-07-17 03:41:59.999,1658021940000,1332.93,1337.17,1332.92,1335.73,1757.0005,1658022119999,2345765.772887,2081,986.0042,1316444.918801,
2022-07-17 03:44:59.999,1658022120000,1335.72,1335.73,1333.19,1333.31,1902.0169,1658022299999,2537967.170545,1627,906.077,1208980.531855,
2022-07-17 03:47:59.999,1658022300000,1333.31,1336.74,1332.0,1336.62,1680.1753,1658022479999,2242661.115353,1642,1080.3724,1441866.629644,
2022-07-17 03:50:59.999,1658022480000,1336.61,1339.56,1336.61,1337.11,1562.8413,1658022659999,2091383.095811,1646,800.2674,1070832.770424,
2022-07-17 03:53:59.999,1658022660000,1337.1,1339.84,1337.1,1338.08,1006.755,1658022839999,1347634.587348,1044,553.9953,741546.232474,
2022-07-17 03:56:59.999,1658022840000,1338.08,1338.08,1335.79,1336.19,1154.4088,1658023019999,1543183.914044,1145,561.3406,750344.034156,
2022-07-17 03:59:59.999,1658023020000,1336.19,1338.98,1334.38,1338.72,2169.2476,1658023199999,2898748.198405,1665,883.739,1181466.954898,
2022-07-17 04:02:59.999,1658023200000,1338.72,1338.98,1336.71,1337.23,1013.6535,1658023379999,1356057.326146,1563,546.6907,731341.210303,
2022-07-17 04:05:59.999,1658023380000,1337.23,1337.96,1335.91,1337.66,698.6311,1658023559999,934098.558085,1259,362.4598,484609.71642,
2022-07-17 04:08:59.999,1658023560000,1337.66,1337.68,1336.22,1336.8,640.1225,1658023739999,855708.433106,1368,365.9041,489145.604757,
2022-07-17 04:11:59.999,1658023740000,1336.79,1341.8,1336.3,1338.6,2204.0347,1658023919999,2951309.349251,2392,996.1311,1333853.723632,
2022-07-17 04:14:59.999,1658023920000,1338.6,1340.93,1338.39,1340.17,1640.5104,1658024099999,2198415.520587,1896,740.2641,991923.48407,
2022-07-17 04:17:59.999,1658024100000,1340.17,1340.5,1339.38,1339.74,1183.1538,1658024279999,1585488.145128,1463,650.8755,872170.584109,
2022-07-17 04:20:59.999,1658024280000,1339.74,1340.09,1338.5,1339.55,881.863,1658024459999,1181270.539884,1511,455.7568,610458.853212,
2022-07-17 04:23:59.999,1658024460000,1339.55,1342.33,1339.11,1340.77,1844.6873,1658024639999,2473219.669455,1760,1053.8738,1412830.383239,
2022-07-17 04:26:59.999,1658024640000,1340.77,1344.29,1340.62,1343.73,1537.9802,1658024819999,2064319.871194,1888,1090.3214,1463353.620736,
2022-07-17 04:29:59.999,1658024820000,1343.72,1345.43,1342.91,1344.0,1453.672,1658024999999,1954206.083221,2042,822.4667,1105633.356463,
2022-07-17 04:32:59.999,1658025000000,1344.0,1348.23,1344.0,1346.78,3350.226,1658025179999,4511700.356834,3262,1909.8937,2571449.081337,
2022-07-17 04:35:59.999,1658025180000,1346.77,1346.79,1343.27,1343.8,1557.8198,1658025359999,2095237.139294,2455,473.7643,637171.826729,
2022-07-17 04:38:59.999,1658025360000,1343.8,1345.76,1343.7,1344.97,1002.3773,1658025539999,1348054.202815,1512,618.0008,831138.695573,
2022-07-17 04:41:59.999,1658025540000,1344.96,1345.19,1343.19,1343.2,994.4613,1658025719999,1337052.509204,1632,374.6376,503736.341854,
2022-07-17 04:44:59.999,1658025720000,1343.2,1343.21,1341.38,1343.02,879.144,1658025899999,1180100.683607,1594,525.1583,704932.322404,
2022-07-17 04:47:59.999,1658025900000,1343.02,1344.1,1342.85,1342.85,821.5285,1658026079999,1103755.624245,1450,450.5799,605360.62135,
2022-07-17 04:50:59.999,1658026080000,1342.86,1343.06,1340.1,1341.57,1174.3146,1658026259999,1575432.959352,1923,611.2666,820069.776835,
2022-07-17 04:53:59.999,1658026260000,1341.58,1341.71,1338.99,1341.24,2327.5946,1658026439999,3119233.205764,2413,1232.8288,1651987.896057,
2022-07-17 04:56:59.999,1658026440000,1341.23,1343.74,1340.88,1343.64,1179.1353,1658026619999,1583204.848925,1462,728.5454,978335.601095,
2022-07-17 04:59:59.999,1658026620000,1343.64,1343.68,1341.2,1343.22,1260.267,1658026799999,1692094.437635,1417,549.5069,737894.410305,
2022-07-17 05:02:59.999,1658026800000,1343.22,1345.28,1342.89,1344.43,1146.5462,1658026979999,1541682.183548,1215,720.4577,968743.471548,
2022-07-17 05:05:59.999,1658026980000,1344.43,1345.1,1344.25,1344.7,453.2912,1658027159999,609536.385074,883,316.1923,425174.03491,
2022-07-17 05:08:59.999,1658027160000,1344.69,1354.76,1344.69,1351.56,4140.5256,1658027339999,5591104.637848,3904,2331.3313,3147507.656855,
2022-07-17 05:11:59.999,1658027340000,1351.56,1352.5,1349.21,1349.45,1052.019,1658027519999,1421011.229107,1199,464.3373,627228.973397,
2022-07-17 05:14:59.999,1658027520000,1349.45,1353.18,1349.23,1351.65,1344.3846,1658027699999,1816589.123768,1369,863.1489,1166204.613454,
2022-07-17 05:17:59.999,1658027700000,1351.65,1353.93,1351.53,1353.91,916.1375,1658027879999,1239342.458512,1478,507.4103,686400.87411,
2022-07-17 05:20:59.999,1658027880000,1353.91,1356.7,1352.34,1355.09,1610.6996,1658028059999,2181853.097203,2055,982.7119,1330925.357868,
2022-07-17 05:23:59.999,1658028060000,1355.08,1355.7,1354.02,1354.07,1252.6659,1658028239999,1697093.511205,1537,602.3518,815958.540946,
2022-07-17 05:26:59.999,1658028240000,1354.07,1355.86,1352.59,1355.85,2267.3294,1658028419999,3070503.716188,1830,1223.3334,1656507.510264,
2022-07-17 05:29:59.999,1658028420000,1355.84,1364.48,1355.84,1361.42,6189.347,1658028599999,8423123.953262,5541,3320.2799,4517891.677227,
2022-07-17 05:32:59.999,1658028600000,1361.42,1366.81,1361.31,1361.69,3577.1916,1658028779999,4878316.569589,3708,1898.1319,2588153.313134,
2022-07-17 05:35:59.999,1658028780000,1361.68,1363.51,1360.4,1360.68,1913.2644,1658028959999,2605032.348792,2424,1107.509,1507880.329136,
2022-07-17 05:38:59.999,1658028960000,1360.68,1360.75,1357.39,1358.36,2369.9078,1658029139999,3220977.487986,2750,748.2037,1016913.827924,
2022-07-17 05:41:59.999,1658029140000,1358.37,1359.91,1358.0,1359.84,1107.7335,1658029319999,1505648.022012,1614,656.3623,892131.898324,
2022-07-17 05:44:59.999,1658029320000,1359.83,1359.84,1352.36,1352.38,3401.2172,1658029499999,4610306.209373,3232,1327.2153,1798910.962285,
2022-07-17 05:47:59.999,1658029500000,1352.38,1354.97,1352.38,1354.53,1909.081,1658029679999,2584986.487997,2225,870.9631,1179197.799596,
2022-07-17 05:50:59.999,1658029680000,1354.53,1356.43,1352.8,1354.18,1896.6765,1658029859999,2569211.631278,1968,966.4294,1309140.902891,
2022-07-17 05:53:59.999,1658029860000,1354.19,1354.32,1352.19,1352.39,873.9079,1658030039999,1182724.777105,1586,371.2434,502397.39261,
2022-07-17 05:56:59.999,1658030040000,1352.38,1353.75,1351.1,1353.75,857.6132,1658030219999,1159619.818439,1489,572.5207,774160.759154,
2022-07-17 05:59:59.999,1658030220000,1353.75,1354.7,1353.0,1353.6,817.0773,1658030399999,1106145.470894,1344,346.8829,469575.238644,
2022-07-17 06:02:59.999,1658030400000,1353.61,1355.61,1353.3,1353.66,1173.5204,1658030579999,1589366.198899,1793,585.1342,792434.961831,
2022-07-17 06:05:59.999,1658030580000,1353.66,1356.39,1352.44,1355.65,1283.0517,1658030759999,1737538.138532,2022,702.7637,951743.649359,
2022-07-17 06:08:59.999,1658030760000,1355.64,1356.5,1355.0,1355.6,1283.6685,1658030939999,1740581.796277,1557,857.2658,1162416.222502,
2022-07-17 06:11:59.999,1658030940000,1355.6,1356.5,1354.14,1356.21,834.9941,1658031119999,1131691.118004,1515,500.2284,678006.669463,
2022-07-17 06:14:59.999,1658031120000,1356.2,1362.85,1355.9,1361.43,4441.5583,1658031299999,6038782.804926,2693,3293.1065,4476576.003833,
